id,source_number,level,unit,book_page,pdf_page,word,reading,part_of_speech,meaning_zh_original,meaning_zh_reviewed,sentence_ja_original,sentence_ja,sentence_zh_original,sentence_zh_reviewed,translation_status,correction_category,translation_note,has_original_sentence
n3_2809,2809,N3,27,178,180,行く,ゆく,自五,去，走；步行；通往,去，走；步行；通往,遠ざかって行く列車を見送った。,遠ざかって行く列車を見送った。,目送列车远去了。,目送列车远去了。,original_book,,使用原书例句与原书中文译文。,True
n3_2810,2810,N3,27,178,180,予備,よび,名,预备，准备,预备，准备,電池が切れるかもしれない。予備を持っていこう。,電池が切れるかもしれない。予備を持っていこう。,电池可能没电，带上备用的去吧。,电池可能没电，带上备用的去吧。,original_book,,使用原书例句与原书中文译文。,True
n3_2811,2811,N3,27,178,180,ワンピース,ワンピース,名,连衣裙,连衣裙,可愛い系から大人系までワンピースを取り揃えている。,可愛い系から大人系までワンピースを取り揃えている。,从可爱型到成熟型，裙子的种类一应俱全。,从可爱型到成熟型，裙子的种类一应俱全。,original_book,,使用原书例句与原书中文译文。,True
n3_2812,2812,N3,28,179,181,相手,あいて,名,伙伴；对方，对手；对象,伙伴；对方，对手；对象,彼は議論の中で、相手の意見も尊重することを忘れない。,彼は議論の中で、相手の意見も尊重することを忘れない。,在辩论中，他也没有忘记要尊重对方的意见。,在辩论中，他也没有忘记要尊重对方的意见。,original_book,,使用原书例句与原书中文译文。,True
n3_2813,2813,N3,28,179,181,顎,あご,名,（上下）颚；下巴,（上下）颚；下巴,何時間も話し続けたので、顎がくたびれた。,何時間も話し続けたので、顎がくたびれた。,一连讲了好几小时话，下巴都累了。,一连讲了好几小时话，下巴都累了。,original_book,,使用原书例句与原书中文译文。,True
n3_2814,2814,N3,28,179,181,麻,あさ,名,大麻；麻,大麻；麻,麻のハンカチを何枚も買いました。,麻のハンカチを何枚も買いました。,买了好几块麻布手帕。,买了好几块麻布手帕。,original_book,,使用原书例句与原书中文译文。,True
n3_2815,2815,N3,28,179,181,現す,あらわす,他五,现，显露,现，显露,彼は突然姿を現しました。,彼は突然姿を現しました。,她突然现身了。,她突然现身了。,original_book,,使用原书例句与原书中文译文。,True
n3_2816,2816,N3,28,179,181,アンケート,アンケート,名,征询意见,征询意见,電話でアンケートを求める。,電話でアンケートを求める。,打电话征询意见。,打电话征询意见。,original_book,,使用原书例句与原书中文译文。,True
n3_2817,2817,N3,28,179,181,急ぎ,いそぎ,名,急忙，匆忙，急迫,急忙，匆忙，急迫,お急ぎとあればお引き留めはしません。,お急ぎとあればお引き留めはしません。,如果您有急事，那我就不挽留了。,如果您有急事，那我就不挽留了。,original_book,,使用原书例句与原书中文译文。,True
n3_2818,2818,N3,28,179,181,急ぐ,いそぐ,自他五,快，急，加快，赶紧,快，急，加快，赶紧,急がないと間に合いませんよ。,急がないと間に合いませんよ。,不抓紧的话就赶不上了。,不抓紧的话就赶不上了。,original_book,,使用原书例句与原书中文译文。,True
n3_2819,2819,N3,28,179,181,板,いた,名,木板,木板,床に板を張ったほうがいいでしょう。,床に板を張ったほうがいいでしょう。,铺木地板比较好吧。,铺木地板比较好吧。,original_book,,使用原书例句与原书中文译文。,True
n3_2820,2820,N3,28,179,181,一生,いっしょう,名,一生，终生，一辈子,一生，终生，一辈子,これだけの本を読むには一生かかります。,これだけの本を読むには一生かかります。,读完这些书需要一辈子。,读完这些书需要一辈子。,original_book,,使用原书例句与原书中文译文。,True
n3_2821,2821,N3,28,179,181,撃つ,うつ,他五,射击；放枪，开枪，打枪；攻击,射击；放枪，开枪，打枪；攻击,ゲームで敵を撃つのが難しい。,ゲームで敵を撃つのが難しい。,在游戏中很难射击敌人。,在游戏中很难射击敌人。,original_book,,使用原书例句与原书中文译文。,True
n3_2822,2822,N3,28,179,181,うとうと,うとうと,名·自サ,迷迷糊糊,迷迷糊糊,授業 中にうとうとしてしまった。,授業中にうとうとしてしまった。,上课时迷迷糊糊地睡着了。,上课时迷迷糊糊地睡着了。,original_book,,使用原书例句与原书中文译文。,True
n3_2823,2823,N3,28,179,181,うなる,うなる,自五,（兽类）吼，啸；轰鸣，发出呜呜声；呻吟，哼哼；赞叹，叫好,（兽类）吼，啸；轰鸣，发出呜呜声；呻吟，哼哼；赞叹，叫好,空腹でお腹がうなる音がした。,空腹でお腹がうなる音がした。,饿得肚子咕噜咕噜叫。,饿得肚子咕噜咕噜叫。,original_book,,使用原书例句与原书中文译文。,True
n3_2824,2824,N3,28,179,181,演奏,えんそう,名·他サ,演奏,演奏,誰でも自由に演奏に参加できます。,誰でも自由に演奏に参加できます。,谁都可以自由参加演奏。,谁都可以自由参加演奏。,original_book,,使用原书例句与原书中文译文。,True
n3_2825,2825,N3,28,179,181,納める,おさめる,他一,接受；缴纳,接受；缴纳,つまらぬものですが感謝の気持ちをお納めください。,つまらぬものですが感謝の気持ちをお納めください。,一点儿礼物聊表谢意，还请笑纳。,一点儿礼物聊表谢意，还请笑纳。,original_book,,使用原书例句与原书中文译文。,True
n3_2826,2826,N3,28,180,182,過敏,かびん,名·形动,过敏,过敏,わたしは薬物に過敏な体質です。,わたしは薬物に過敏な体質です。,我是药物过敏性体质。,我是药物过敏性体质。,original_book,,使用原书例句与原书中文译文。,True
n3_2827,2827,N3,28,180,182,株式会社,かぶしきがいしゃ,名,股份公司，股份有限公司,股份公司，股份有限公司,株式会社は株券を発行して集めた資金で事業を行う会社です。,株式会社は株券を発行して集めた資金で事業を行う会社です。,股份公司是靠发行股票筹集资金运转的公司。,股份公司是靠发行股票筹集资金运转的公司。,original_book,,使用原书例句与原书中文译文。,True
n3_2828,2828,N3,28,180,182,神,かみ,名,神仙，神,神仙，神,神社に初詣をして家族の幸せを神に祈ります。,神社に初詣をして家族の幸せを神に祈ります。,新年第一次去神社参拜，为家人祈福。,新年第一次去神社参拜，为家人祈福。,original_book,,使用原书例句与原书中文译文。,True
n3_2829,2829,N3,28,180,182,紙屑,かみくず,名,废纸，烂纸,废纸，烂纸,紙屑をポイと捨てるな。,紙屑をポイと捨てるな。,不要乱扔纸屑。,不要乱扔纸屑。,original_book,,使用原书例句与原书中文译文。,True
n3_2830,2830,N3,28,180,182,環境,かんきょう,名,环境,环境,人間は環境に左右されやすいです。,人間は環境に左右されやすいです。,人很容易受环境的影响。,人很容易受环境的影响。,original_book,,使用原书例句与原书中文译文。,True
n3_2831,2831,N3,28,180,182,歓迎,かんげい,名·他サ,欢迎,欢迎,彼の家ではずいぶん歓迎されました。,彼の家ではずいぶん歓迎されました。,在他家受到了款待。,在他家受到了款待。,original_book,,使用原书例句与原书中文译文。,True
n3_2832,2832,N3,28,180,182,看病,かんびょう,名·他サ,护理，看护,护理，看护,心をこめて病人を看病する彼女の姿に深く感動しました。,心をこめて病人を看病する彼女の姿に深く感動しました。,被她用心护理病人的举动感动了。,被她用心护理病人的举动感动了。,original_book,,使用原书例句与原书中文译文。,True
n3_2833,2833,N3,28,180,182,気味,きみ,名,感受；心情，心绪，情绪,感受；心情，心绪，情绪,このごろは地震がよく起こって気味が悪いです。,このごろは地震がよく起こって気味が悪いです。,最近经常发生地震，这让人心情压抑。,最近经常发生地震，这让人心情压抑。,original_book,,使用原书例句与原书中文译文。,True
n3_2834,2834,N3,28,180,182,下旬,げじゅん,名,下旬,下旬,今月の下旬から踊りの稽古をします。,今月の下旬から踊りの稽古をします。,这个月下旬开始练习舞蹈。,这个月下旬开始练习舞蹈。,original_book,,使用原书例句与原书中文译文。,True
n3_2835,2835,N3,28,180,182,下水,げすい,名,脏水；下水道,脏水；下水道,衛生のために下水を整えます。,衛生のために下水を整えます。,为保持卫生而修整下水道。,为保持卫生而修整下水道。,original_book,,使用原书例句与原书中文译文。,True
n3_2836,2836,N3,28,180,182,建築,けんちく,名·他サ,建筑物；修建，建造,建筑物；修建，建造,この町には洋風の建築がたくさんあります。,この町には洋風の建築がたくさんあります。,这条街上有很多西洋风格的建筑。,这条街上有很多西洋风格的建筑。,original_book,,使用原书例句与原书中文译文。,True
n3_2837,2837,N3,28,180,182,後悔,こうかい,名·自サ,后悔，懊悔，悔恨,后悔，懊悔，悔恨,重要な決断を下す前によく考えないと、後悔することになる。,重要な決断を下す前によく考えないと、後悔することになる。,如果在做重要决定之前不仔细考虑的话，就会后悔的。,如果在做重要决定之前不仔细考虑的话，就会后悔的。,original_book,,使用原书例句与原书中文译文。,True
n3_2838,2838,N3,28,180,182,効果的,こうかてき,形动,有效的，立竿见影的,有效的，立竿见影的,この新しい勉強方法はとても効果的で、成績が上がった。,この新しい勉強方法はとても効果的で、成績が上がった。,这个新的学习方法非常见效，让我的成绩提高了。,这个新的学习方法非常见效，让我的成绩提高了。,original_book,,使用原书例句与原书中文译文。,True
n3_2839,2839,N3,28,180,182,後期,こうき,名,后期，后半期,后期，后半期,大学の後期には、さらに専門的な授業が始まる。,大学の後期には、さらに専門的な授業が始まる。,在大学生活的后半段开始上一些更专业的课程。,在大学生活的后半段开始上一些更专业的课程。,original_book,,使用原书例句与原书中文译文。,True
n3_2840,2840,N3,28,180,182,好奇心,こうきしん,名,好奇心,好奇心,好奇心が旺盛な子どもは、新しいことに積極的に挑戦する。,好奇心が旺盛な子どもは、新しいことに積極的に挑戦する。,好奇心旺盛的孩子会主动挑战新事物。,好奇心旺盛的孩子会主动挑战新事物。,original_book,,使用原书例句与原书中文译文。,True
n3_2841,2841,N3,28,180,182,攻撃,こうげき,名·他サ,攻击，进攻，攻打；抨击，责难；击球,攻击，进攻，攻打；抨击，责难；击球,サッカーの試合で、相手チームの攻撃が強かった。,サッカーの試合で、相手チームの攻撃が強かった。,在足球比赛中，对方队伍发起了猛烈的进攻。,在足球比赛中，对方队伍发起了猛烈的进攻。,original_book,,使用原书例句与原书中文译文。,True
n3_2842,2842,N3,28,180,182,腰掛ける,こしかける,自一,坐下,坐下,まあ、ゆっくり腰かけて話してください。,まあ、ゆっくり腰かけて話してください。,来，坐下来慢慢说吧。,来，坐下来慢慢说吧。,original_book,,使用原书例句与原书中文译文。,True
n3_2843,2843,N3,28,181,183,国家,こっか,名,国家,国家,国家のために尽くします。,国家のために尽くします。,为国鞠躬尽瘁。,为国鞠躬尽瘁。,original_book,,使用原书例句与原书中文译文。,True
n3_2844,2844,N3,28,181,183,小屋,こや,名,小房，茅舍,小房，茅舍,山の中に小さな小屋があります。,山の中に小さな小屋があります。,山中有一个小小的棚屋。,山中有一个小小的棚屋。,original_book,,使用原书例句与原书中文译文。,True
n3_2845,2845,N3,28,181,183,コンクリート,コンクリート,名,混凝土,混凝土,このメーカーはコンクリート製品を製造します。,このメーカーはコンクリート製品を製造します。,这个厂家生产混凝土制品。,这个厂家生产混凝土制品。,original_book,,使用原书例句与原书中文译文。,True
n3_2846,2846,N3,28,181,183,今後,こんご,名,今后，以后，将来,今后，以后，将来,彼は今後どうなるか分かりません。,彼は今後どうなるか分かりません。,不知道他今后会如何。,不知道他今后会如何。,original_book,,使用原书例句与原书中文译文。,True
n3_2847,2847,N3,28,181,183,最終,さいしゅう,名,最终，最后,最终，最后,最終のバスに乗り遅れます。,最終のバスに乗り遅れます。,没能赶上最后一班车。,没能赶上最后一班车。,original_book,,使用原书例句与原书中文译文。,True
n3_2848,2848,N3,28,181,183,作者,さくしゃ,名,作者,作者,作者とは、何らかのものを作る者のことです。,作者とは、何らかのものを作る者のことです。,作者就是创作了某作品的人。,作者就是创作了某作品的人。,original_book,,使用原书例句与原书中文译文。,True
n3_2849,2849,N3,28,181,183,昨晩,さくばん,名,昨晚，昨天晚上,昨晚，昨天晚上,昨晩雨が降りました。,昨晩雨が降りました。,昨晚下雨了。,昨晚下雨了。,original_book,,使用原书例句与原书中文译文。,True
n3_2850,2850,N3,28,181,183,刺す,さす,他五,刺；穿；蜇,刺；穿；蜇,足がとげに刺された。,足がとげに刺された。,脚被刺扎了。,脚被刺扎了。,original_book,,使用原书例句与原书中文译文。,True
n3_2851,2851,N3,28,181,183,冷ます,さます,他五,冷却；弄凉,冷却；弄凉,熱ければ冷まして飲みなさい。,熱ければ冷まして飲みなさい。,如果烫的话就放凉后再喝。,如果烫的话就放凉后再喝。,original_book,,使用原书例句与原书中文译文。,True
n3_2852,2852,N3,28,181,183,四角,しかく,名·形动,四角；四方形,四角；四方形,あの人は四角な顔をしています。,あの人は四角な顔をしています。,那个人是四方脸。,那个人是四方脸。,original_book,,使用原书例句与原书中文译文。,True
n3_2853,2853,N3,28,181,183,資本,しほん,名,资本,资本,資本の不足に苦しみます。,資本の不足に苦しみます。,苦于缺少资金。,苦于缺少资金。,original_book,,使用原书例句与原书中文译文。,True
n3_2854,2854,N3,28,181,183,氏名,しめい,名,姓与名，姓名,姓与名，姓名,合格者の氏名を発表します。,合格者の氏名を発表します。,公布合格者名单。,公布合格者名单。,original_book,,使用原书例句与原书中文译文。,True
n3_2855,2855,N3,28,181,183,しめた,しめた,感,好极了，太好了，太棒了,好极了，太好了，太棒了,やあ、こりゃしめたぞ。,やあ、こりゃしめたぞ。,呀！真是太棒了！,呀！真是太棒了！,original_book,,使用原书例句与原书中文译文。,True
n3_2856,2856,N3,28,181,183,占める,しめる,他一,占据,占据,国際経済の中で重要な役割を占めます。,国際経済の中で重要な役割を占めます。,在国际经济中发挥重要作用。,在国际经济中发挥重要作用。,original_book,,使用原书例句与原书中文译文。,True
n3_2857,2857,N3,28,181,183,締める,しめる,他一,系结；勒紧,系结；勒紧,帯を締めるのが苦手です。,帯を締めるのが苦手です。,不擅长系腰带。,不擅长系腰带。,original_book,,使用原书例句与原书中文译文。,True
n3_2858,2858,N3,28,181,183,住宅,じゅうたく,名,住宅,住宅,庭付きの住宅に住んでいます。,庭付きの住宅に住んでいます。,住在带院子的住宅里。,住在带院子的住宅里。,original_book,,使用原书例句与原书中文译文。,True
n3_2859,2859,N3,28,181,183,受験,じゅけん,名·他サ,投考，报考，应试,投考，报考，应试,受験の準備をします。,受験の準備をします。,准备参加考试。,准备参加考试。,original_book,,使用原书例句与原书中文译文。,True
n3_2860,2860,N3,28,181,183,瞬間,しゅんかん,名,瞬间，刹那,瞬间，刹那,それはほんの瞬間のでき事でした。,それはほんの瞬間のでき事でした。,真是一瞬间的事情。,真是一瞬间的事情。,original_book,,使用原书例句与原书中文译文。,True
n3_2861,2861,N3,28,181,183,商業,しょうぎょう,名,商业,商业,この都市は国の商 業の中心です。,この都市は国の商業の中心です。,这座城市是国家的商业中心。,这座城市是国家的商业中心。,original_book,,使用原书例句与原书中文译文。,True
n3_2862,2862,N3,28,181,183,商売,しょうばい,名·自他サ,买卖；经营,买卖；经营,ご商売はいかがですか。,ご商売はいかがですか。,经营状况如何？,经营状况如何？,original_book,,使用原书例句与原书中文译文。,True
n3_2863,2863,N3,28,181,183,情報,じょうほう,名,情报，消息；信息,情报，消息；信息,彼は十分な情報を握っています。,彼は十分な情報を握っています。,他掌握着充足的信息。,他掌握着充足的信息。,original_book,,使用原书例句与原书中文译文。,True
n3_2864,2864,N3,28,182,184,酢,す,名,醋,醋,ドレッシングに酢を加える。,ドレッシングに酢を加える。,往调味汁里加醋。,往调味汁里加醋。,original_book,,使用原书例句与原书中文译文。,True
n3_2865,2865,N3,28,182,184,炊飯器,すいはんき,名,电饭煲,电饭煲,新しい炊飯器を買ってから、ご飯がふっくらと美味しく炊けるようになった。,新しい炊飯器を買ってから、ご飯がふっくらと美味しく炊けるようになった。,自从买了新的电饭煲，就能够煮出米粒饱满的可口米饭了。,自从买了新的电饭煲，就能够煮出米粒饱满的可口米饭了。,original_book,,使用原书例句与原书中文译文。,True
n3_2866,2866,N3,28,182,184,随筆,ずいひつ,名,随笔，漫笔,随笔，漫笔,バラのことを書いた随筆を紹介させていただきます。,バラのことを書いた随筆を紹介させていただきます。,我给大家介绍一篇写玫瑰的随笔。,我给大家介绍一篇写玫瑰的随笔。,original_book,,使用原书例句与原书中文译文。,True
n3_2867,2867,N3,28,182,184,スカイツリー,スカイツリー,名,东京天空树,东京天空树,東京旅行の際に、スカイツリーの展望台からの景色を楽しんだ。,東京旅行の際に、スカイツリーの展望台からの景色を楽しんだ。,在东京旅行期间，从天空树的展望台上欣赏了景色。,在东京旅行期间，从天空树的展望台上欣赏了景色。,original_book,,使用原书例句与原书中文译文。,True
n3_2868,2868,N3,28,182,184,ずきずき,ずきずき,副·自サ,跳痛，跳疼，一跳一跳地疼,跳痛，跳疼，一跳一跳地疼,頭痛がひどくて、頭がずきずきする。,頭痛がひどくて、頭がずきずきする。,头痛得厉害，一直一跳一跳地。,头痛得厉害，一直一跳一跳地。,original_book,,使用原书例句与原书中文译文。,True
n3_2869,2869,N3,28,182,184,スケート,スケート,名,溜冰,溜冰,私たちは 湖 にスケートをしに行った。,私たちは湖にスケートをしに行った。,我们去湖面溜冰。,我们去湖面溜冰。,original_book,,使用原书例句与原书中文译文。,True
n3_2870,2870,N3,28,182,184,ステーション,ステーション,名,火车站；所，局,火车站；所，局,新大阪ステーションホテルに泊まった。,新大阪ステーションホテルに泊まった。,住在新大阪火车站酒店。,住在新大阪火车站酒店。,original_book,,使用原书例句与原书中文译文。,True
n3_2871,2871,N3,28,182,184,スピード,スピード,名,速度,速度,スピードを上げる。,スピードを上げる。,加速。,加速。,original_book,,使用原书例句与原书中文译文。,True
n3_2872,2872,N3,28,182,184,図表,ずひょう,名,图表,图表,いかに図表を作るか、ぜひ教えてください。,いかに図表を作るか、ぜひ教えてください。,请一定要教我如何做表格。,请一定要教我如何做表格。,original_book,,使用原书例句与原书中文译文。,True
n3_2873,2873,N3,28,182,184,せっせと,せっせと,副,拼命地，不停地，孜孜不倦地,拼命地，不停地，孜孜不倦地,せっせと針を運ぶ。,せっせと針を運ぶ。,不停地缝。,不停地缝。,original_book,,使用原书例句与原书中文译文。,True
n3_2874,2874,N3,28,182,184,接続,せつぞく,名·自他サ,结合，连接；衔接,结合，连接；衔接,この列車は京都で特急に接続する。,この列車は京都で特急に接続する。,这辆列车在京都与特快列车衔接。,这辆列车在京都与特快列车衔接。,original_book,,使用原书例句与原书中文译文。,True
n3_2875,2875,N3,28,182,184,セット,セット,名·他サ,一套；调节；布置，安排,一套；调节；布置，安排,目覚しを7時にセットした。,目覚しを7時にセットした。,将闹钟定在七点了。,将闹钟定在七点了。,original_book,,使用原书例句与原书中文译文。,True
n3_2876,2876,N3,28,182,184,節約,せつやく,名·他サ,节约，节省,节约，节省,それは費用の節約になる。,それは費用の節約になる。,那能节省费用。,那能节省费用。,original_book,,使用原书例句与原书中文译文。,True
n3_2877,2877,N3,28,182,184,そう言えば,そういえば,词,（连）那么说来,（连）那么说来,そう言えば、彼がこそこそと逃げるのを見た覚えがあります。习题：「山田さんは、まだ来ていないんですか。」1.そういえば 2.それとも3.なぜなら 4.だって解析：答案是1。选项1「そういえば」意为“这么来说”。,そう言えば、彼がこそこそと逃げるのを見た覚えがあります。,如此说来，我有印象看到他偷偷逃跑了。「、昨日も休みでしたね。」选项２「それとも」意为“或者”。选项３「なぜなら」意为“是因为”。选项４「だって」前接上文后陈述理由，意为“因为”。,这么说来，我记得看见过他偷偷溜走。,data_cleaned,提取及措辞优化,移除误并入的习题文本，并将原译改为自然中文。,True
n3_2878,2878,N3,28,182,184,騒音,そうおん,名,噪声,噪声,騒音公害はこの地方の大きな問題となっている。,騒音公害はこの地方の大きな問題となっている。,噪声公害成为这个地方的大问题。,噪声公害成为这个地方的大问题。,original_book,,使用原书例句与原书中文译文。,True
n3_2879,2879,N3,28,183,185,雑巾,ぞうきん,名,抹布,抹布,雑巾で本棚の汚れを拭き取る。,雑巾で本棚の汚れを拭き取る。,用抹布擦拭书架的灰尘。,用抹布擦拭书架的灰尘。,original_book,,使用原书例句与原书中文译文。,True
n3_2880,2880,N3,28,183,185,其の他,そのほか,词,（连）除此之外，其他,（连）除此之外，其他,そのほか、何か用事がありますか。,そのほか、何か用事がありますか。,除此之外还有什么事情吗？,除此之外还有什么事情吗？,original_book,,使用原书例句与原书中文译文。,True
n3_2881,2881,N3,28,183,185,抱く,だく,他五,抱,抱,母親が赤ちゃんを抱いています。,母親が赤ちゃんを抱いています。,母亲抱着婴儿。,母亲抱着婴儿。,original_book,,使用原书例句与原书中文译文。,True
n3_2882,2882,N3,28,183,185,蓄える,たくわえる,他一,储备，存储；留胡须、头发,储备，存储；留胡须、头发,万一にそなえ食 糧を蓄える。,万一にそなえ食糧を蓄える。,为了应对突发情况储备粮食。,为了应对突发情况储备粮食。,original_book,,使用原书例句与原书中文译文。,True
n3_2883,2883,N3,28,183,185,度度,たびたび,副,多次，再三,多次，再三,あの人は体が弱いので度々学校を休みます。,あの人は体が弱いので度々学校を休みます。,那个人身体虚弱，时常请假不来上课。,那个人身体虚弱，时常请假不来上课。,original_book,,使用原书例句与原书中文译文。,True
n3_2884,2884,N3,28,183,185,地,ち,名,地，大地；地方,地，大地；地方,中国とロシアは地を接している。,中国とロシアは地を接している。,中国和俄罗斯接壤。,中国和俄罗斯接壤。,original_book,,使用原书例句与原书中文译文。,True
n3_2885,2885,N3,28,183,185,中年,ちゅうねん,名,中年,中年,この職 業は中年からではだめだ。,この職業は中年からではだめだ。,这份职业不适合中年以上的人。,这份职业不适合中年以上的人。,original_book,,使用原书例句与原书中文译文。,True
n3_2886,2886,N3,28,183,185,中略,ちゅうりゃく,名·他サ,中略，中间省略一部分,中略，中间省略一部分,以下何節中 略する。,以下何節中略する。,以下几节省略。,以下几节省略。,original_book,,使用原书例句与原书中文译文。,True
n3_2887,2887,N3,28,183,185,兆,ちょう,名,苗头，预兆；兆,苗头，预兆；兆,これはデフレの兆ではありませんか。,これはデフレの兆ではありませんか。,这不是通货紧缩的征兆吗？,这不是通货紧缩的征兆吗？,original_book,,使用原书例句与原书中文译文。,True
n3_2888,2888,N3,28,183,185,朝刊,ちょうかん,名,朝刊，晨报,朝刊，晨报,今朝の朝刊には重要なニュースが載せている。,今朝の朝刊には重要なニュースが載せている。,今天早上的报纸刊登了重要的新闻。,今天早上的报纸刊登了重要的新闻。,original_book,,使用原书例句与原书中文译文。,True
n3_2889,2889,N3,28,183,185,長期,ちょうき,名,长期,长期,長期戦のかまえをする。,長期戦のかまえをする。,做好长期作战的准备。,做好长期作战的准备。,original_book,,使用原书例句与原书中文译文。,True
n3_2890,2890,N3,28,183,185,詰める,つめる,自他一,装放，塞入；挨紧，挤紧；缩短；节约，节俭,装放，塞入；挨紧，挤紧；缩短；节约，节俭,この掛けぶとんには羽毛が詰めてある。,この掛けぶとんには羽毛が詰めてある。,这床被子里填充着羽绒。,这床被子里填充着羽绒。,original_book,,使用原书例句与原书中文译文。,True
n3_2891,2891,N3,28,183,185,辛い,つらい,形,难过，难受，难堪,难过，难受，难堪,どんなに辛くても我慢する。,どんなに辛くても我慢する。,不管多辛苦也要忍耐。,不管多辛苦也要忍耐。,original_book,,使用原书例句与原书中文译文。,True
n3_2892,2892,N3,28,183,185,適切,てきせつ,名·形动,恰当，妥当，确切,恰当，妥当，确切,自分の気持ちを適切な言葉で表現する。,自分の気持ちを適切な言葉で表現する。,用恰当的语言表达自己的心情。,用恰当的语言表达自己的心情。,original_book,,使用原书例句与原书中文译文。,True
n3_2893,2893,N3,28,183,185,デザート,デザート,名,餐后点心，甜食,餐后点心，甜食,デザートは何になさいますか。,デザートは何になさいますか。,您吃什么甜点呢？,您吃什么甜点呢？,original_book,,使用原书例句与原书中文译文。,True
n3_2894,2894,N3,28,183,185,デザイナー,デザイナー,名,设计师,设计师,一流デザイナーの作品発表会に出席した。,一流デザイナーの作品発表会に出席した。,出席了一流设计师的作品发布会。,出席了一流设计师的作品发布会。,original_book,,使用原书例句与原书中文译文。,True
n3_2895,2895,N3,28,183,185,デジタル,デジタル,名,数字的,数字的,デジタルの時計が壁にかけてある。,デジタルの時計が壁にかけてある。,墙上挂着电子表。,墙上挂着电子表。,original_book,,使用原书例句与原书中文译文。,True
n3_2896,2896,N3,28,184,186,独立,どくりつ,名·自サ,独立,独立,彼はもう独立して生活している。,彼はもう独立して生活している。,他已经独立生活了。,他已经独立生活了。,original_book,,使用原书例句与原书中文译文。,True
n3_2897,2897,N3,28,184,186,解ける,とける,自一,解开；解除；消除,解开；解除；消除,小包のひもがとけそうだ。,小包のひもがとけそうだ。,系包裹的绳子眼看要松开了。,系包裹的绳子眼看要松开了。,original_book,,使用原书例句与原书中文译文。,True
n3_2898,2898,N3,28,184,186,床の間,とこのま,名,壁龛,壁龛,床の間に額縁をかざる。,床の間に額縁をかざる。,在壁龛里装饰画框。,在壁龛里装饰画框。,original_book,,使用原书例句与原书中文译文。,True
n3_2899,2899,N3,28,184,186,なんとなく,なんとなく,副,总觉得，不由得；无意中,总觉得，不由得；无意中,何となく行く気になれない。,何となく行く気になれない。,总觉得不想去。,总觉得不想去。,original_book,,使用原书例句与原书中文译文。,True
n3_2900,2900,N3,28,184,186,ナンバー,ナンバー,名,数字，编号,数字，编号,瓶にナンバーをつける。,瓶にナンバーをつける。,给瓶子编号。,给瓶子编号。,original_book,,使用原书例句与原书中文译文。,True
n3_2901,2901,N3,28,184,186,ナンバーワン,ナンバーワン,名,第一号，第一，第一名,第一号，第一，第一名,ナンバーワンの人気歌手になるのを目指している。,ナンバーワンの人気歌手になるのを目指している。,目标是成为最受欢迎的歌手。,目标是成为最受欢迎的歌手。,original_book,,使用原书例句与原书中文译文。,True
n3_2902,2902,N3,28,184,186,逃す,にがす,他五,放，放掉，放跑；没有抓住，跑掉；错过，丢掉（机会）,放，放掉，放跑；没有抓住，跑掉；错过，丢掉（机会）,飼っていた鳥を偶然逃がしてしまった。,飼っていた鳥を偶然逃がしてしまった。,不小心放走了一直在养的鸟。,不小心放走了一直在养的鸟。,original_book,,使用原书例句与原书中文译文。,True
n3_2903,2903,N3,28,184,186,にきび,にきび,名,粉刺,粉刺,ストレスでにきびが増えた。,ストレスでにきびが増えた。,压力导致粉刺增多。,压力导致粉刺增多。,original_book,,使用原书例句与原书中文译文。,True
n3_2904,2904,N3,28,184,186,偽札,にせさつ,名,假币,假币,ニュースで偽札が出回っていると報じられた。,ニュースで偽札が出回っていると報じられた。,新闻报道称市面上有假币流通。,新闻报道称市面上有假币流通。,original_book,,使用原书例句与原书中文译文。,True
n3_2905,2905,N3,28,184,186,日時,にちじ,名,日期和时间,日期和时间,次の会議の日時はまだ決まっていない。,次の会議の日時はまだ決まっていない。,下次会议的日期和时间还没定。,下次会议的日期和时间还没定。,original_book,,使用原书例句与原书中文译文。,True
n3_2906,2906,N3,28,184,186,蜂蜜,はちみつ,名,蜂蜜,蜂蜜,この蜂蜜は、地元の農家から直接買ったものです。,この蜂蜜は、地元の農家から直接買ったものです。,这蜂蜜是直接从当地农户那里买的。,这蜂蜜是直接从当地农户那里买的。,original_book,,使用原书例句与原书中文译文。,True
n3_2907,2907,N3,28,184,186,パチンコ,パチンコ,名,弹珠盘，弹子机,弹珠盘，弹子机,パチンコで遊びすぎると、お金を使いすぎることがあります。,パチンコで遊びすぎると、お金を使いすぎることがあります。,如果过度玩弹子机，有时会花掉太多钱。,如果过度玩弹子机，有时会花掉太多钱。,original_book,,使用原书例句与原书中文译文。,True
n3_2908,2908,N3,28,184,186,ピンク,ピンク,名,粉红色,粉红色,ピンク色のセーターを着ている。,ピンク色のセーターを着ている。,身着粉色毛衣。,身着粉色毛衣。,original_book,,使用原书例句与原书中文译文。,True
n3_2909,2909,N3,28,184,186,ピンポン,ピンポン,名,乒乓球,乒乓球,温泉に行った時、みんなでピンポンをして遊んだ。,温泉に行った時、みんなでピンポンをして遊んだ。,去泡温泉时，大家一起打乒乓球了。,去泡温泉时，大家一起打乒乓球了。,original_book,,使用原书例句与原书中文译文。,True
